store_name,address,nickname,content,cleaned_content,tokenized_words,sentiment,sentiment_score
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,jms****,굿,굿,[],Positive,0.9277362823486328
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,으샤으샤9942,시장과 한옥마을 바로 근처라서 차 세워두고 여기저기 도보로 다니기 좋아요 편리하게 이용했어요 주차비도 저렴합니다 한시간 반 넘게 있었는데 2200원나왔어요,시장과 한옥마을 바로 근처라서 차 세워두고 여기저기 도보로 다니기 좋아요 편리하게 이용했어요 주차비도 저렴합니다 한시간 반 넘게 있었는데 2200원나왔어요,"['시장', '마을', '바로', '근처', '여기저기', '도보', '좋다', '편리하다', '이용', '주차', '비도', '저렴하다', '시간', '있다']",Positive,0.9662476181983948
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,jdy3639,바로 남부시장 인근이다 보니 좋았어요,바로 남부시장 인근이다 보니 좋았어요,"['바로', '남부', '시장', '인근', '좋다']",Positive,0.972793698310852
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,고로롱롱,"주차장 자리는 꽤 있는데 시장에서 식사해도 주차비 지원이 안되네요. 설연휴라 그런지 식당에서는 주차비 안받는다고 했는데 각종 할인(경차, 전기차 등)도 안됩니다.","주차장 자리는 꽤 있는데 시장에서 식사해도 주차비 지원이 안되네요. 설연휴라 그런지 식당에서는 주차비 안받는다고 했는데 각종 할인경차, 전기차 등도 안됩니다.","['주차장', '자리다', '있다', '시장', '식사', '차비', '지원이', '안되다', '설연휴', '그렇다', '식당', '차비', '각종', '할인', '경차', '전기차', '안되다']",Negative,0.7240442633628845
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,CHICA9O39,good,good,[],Positive,0.9194675087928772
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,mys****,맛있게 잘 먹았네요,맛있게 잘 먹았네요,['맛있다'],Positive,0.9709133505821228
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,닉넴없,-,,[],Neutral,0.0
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,신명9,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,하이유울,주차장... 시간이 아니라 날짜로 5천원 씩이었군요 ..,주차장... 시간이 아니라 날짜로 5천원 씩이었군요 ..,"['주차장', '시간', '아니다', '날짜']",Negative,0.5197531580924988
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,MRkkk,남부시장 주차가 좀어렵긴해요천변쪽에 주차했는데 주말낮시간에는 어려울수 있으니 참고하세요 먹을곳은 많아요,남부시장 주차가 좀어렵긴해요천변쪽에 주차했는데 주말낮시간에는 어려울수 있으니 참고하세요 먹을곳은 많아요,"['남부', '시장', '주차', '어렵다', '요천', '변쪽', '주차', '주말', '시간', '있다', '참고', '많다']",Negative,0.5676476359367371
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,소소한날의기록,생각보다 규모가 크네요.한옥마을과 가까워요.주차장 주차가 편하고 화장실이 깨끗해요.시장 여기 저기 까끔하고 예쁜 까페들이 있어요,생각보다 규모가 크네요.한옥마을과 가까워요.주차장 주차가 편하고 화장실이 깨끗해요.시장 여기 저기 까끔하고 예쁜 까페들이 있어요,"['생각', '규모', '마을', '가깝다', '주차장', '주차', '편하다', '화장실', '깨끗하다', '시장', '여기', '저기', '예쁘다', '까페', '있다']",Positive,0.9739037752151489
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,똥꼬뇽이다,굿,굿,[],Positive,0.9277362823486328
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,행복한여자야,ㄱㅅ,ㄱㅅ,[],Positive,0.8353332877159119
남부시장,전북 전주시 완산구 풍남문1길 19-3 남부시장,skyRock,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
