store_name,address,nickname,content,cleaned_content,tokenized_words,sentiment,sentiment_score
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,마사배,"✍️꺄 드디어 귀여운 상어 교동이 데려왔습니다🩵🦈🩵 아쿠아리움도 들리고 싶었으나 시간이 부족해서 갈까말까하다가 혹시나해서 기프트샵만 들렸는데 팔고 있더라구요🩵 덕분에 귀여운 교동이 데려갑니당🩵🦈~25.11.30일까지 산리오 콜라보 상품 판매🩵상어 교동이 인형 ₩16,000🩵산리오 랜덤 배지 ₩8,000","꺄 드디어 귀여운 상어 교동이 데려왔습니다 아쿠아리움도 들리고 싶었으나 시간이 부족해서 갈까말까하다가 혹시나해서 기프트샵만 들렸는데 팔고 있더라구요 덕분에 귀여운 교동이 데려갑니당25.11.30일까지 산리오 콜라보 상품 판매상어 교동이 인형 16,000산리오 랜덤 배지 8,000","['귀엽다', '상어', '교동', '아쿠아리움', '시간', '부족하다', '혹시', '기프트샵', '팔고', '있다', '덕분', '귀엽다', '교동', '산리오', '콜라보', '상품', '판매', '상어', '교동', '인형', '산리오', '랜덤', '배지']",Positive,0.8630562424659729
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,상권읽어주는남자,"주말이지만 저녁 6시 넘어서 들어갔더니 사람도 적고 동물들은 활발해서 좋습니다. 먹이를 찾으려는 듯 헤엄치는 속도도 빠르고 낮보다 훨씬 잘 움직이네요.종종 벨루가를 못보고 가는 날이 있는데, 오늘은 벨루가가 옆에서 한참 놀아주다 가서 아이들이 아주 좋아했습니다. (엄마아빠가 더 좋아한걸수도 있고요^^)다른 아쿠아리움과 비교해서 볼만한 동물이 엄청 많고, 넓은지는 모르겠지만 벨루가나 악어, 헤엄치는 물범 같이 희귀한 친구들이 있어서 좋습니다.그리고 밥을 먹거나 커피를 마시거나 디저트를 먹거나, 쇼핑을 하고 영화를 볼수도 있고, 잠실 롯데몰에서는 할만한게 많기 때문에 그런 시너지 효과도 있는것 같네요.가끔 오지만 항상 만족하고 갑니다. 또 오겠습니다~","주말이지만 저녁 6시 넘어서 들어갔더니 사람도 적고 동물들은 활발해서 좋습니다. 먹이를 찾으려는 듯 헤엄치는 속도도 빠르고 낮보다 훨씬 잘 움직이네요.종종 벨루가를 못보고 가는 날이 있는데, 오늘은 벨루가가 옆에서 한참 놀아주다 가서 아이들이 아주 좋아했습니다. 엄마아빠가 더 좋아한걸수도 있고요다른 아쿠아리움과 비교해서 볼만한 동물이 엄청 많고, 넓은지는 모르겠지만 벨루가나 악어, 헤엄치는 물범 같이 희귀한 친구들이 있어서 좋습니다.그리고 밥을 먹거나 커피를 마시거나 디저트를 먹거나, 쇼핑을 하고 영화를 볼수도 있고, 잠실 롯데몰에서는 할만한게 많기 때문에 그런 시너지 효과도 있는것 같네요.가끔 오지만 항상 만족하고 갑니다. 또 오겠습니다","['주말', '저녁', '사람', '동물', '활발하다', '좋다', '먹이', '헤엄', '속도', '빠르다', '종종', '벨루가', '있다', '오늘', '벨루가', '한참', '아이', '아주', '좋아하다', '엄마', '아빠', '좋아하다', '있다', '다른', '아쿠아리움', '비교', '동물', '많다', '넓다', '벨루가', '악어', '헤엄', '물범', '희귀', '친구', '있다', '좋다', '커피', '디저트', '쇼핑', '영화', '수도', '있다', '잠실', '롯데', '많다', '때문', '그렇다', '시너지', '효과', '있다', '같다', '가끔', '오지', '항상', '만족하다']",Positive,0.9655274748802185
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,구리와친구들,아이와 함께 방문한 아쿠아리움이였는데 볼거리가 많아서 좋았고 아이가 너무 좋아했어요!중간에 포토존도 따로 마련되어 있어서 사진찍고 추억님기기 좋았습니다!,아이와 함께 방문한 아쿠아리움이였는데 볼거리가 많아서 좋았고 아이가 너무 좋아했어요!중간에 포토존도 따로 마련되어 있어서 사진찍고 추억님기기 좋았습니다!,"['아이', '방문', '아쿠아리움', '볼거리', '많다', '좋다', '아이', '좋아하다', '중간', '포토', '마련', '있다', '사진', '추억', '기기', '좋다']",Positive,0.9750321507453918
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,신이준맘,최고♡최고!!!!!5살 아이가 참 좋아해요~^^*수의사 체험활동도 했어요~20분동안 체험했고 면허증도 받았어요*♡53개월 신이준♡48개월부터 체험가능합니다!!!!!행복한 하루~즐거운 토요일♡아이와 꼭 가봐야하는곳!!!!!적극추천합니다^^,최고최고!!!!!5살 아이가 참 좋아해요수의사 체험활동도 했어요20분동안 체험했고 면허증도 받았어요53개월 신이준48개월부터 체험가능합니다!!!!!행복한 하루즐거운 토요일아이와 꼭 가봐야하는곳!!!!!적극추천합니다,"['최고', '최고', '아이', '좋아하다', '수의사', '체험', '활동', '체험', '면허증', '개월', '신이준', '개월', '체험', '가능하다', '행복하다', '하루', '즐겁다', '토요일', '아이', '야하다', '적극', '추천']",Positive,0.9738705158233643
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,슈퍼다람쥐,"아이가 좋아하는 곳이라 거의 매달 방문해요규모도 적당하고, 수조 관리가 깨끗해서 좋아요!수달 생태 설명회나 바다사자 설명회는 조금 지루한감이 있어서 내용이 조금 바뀌면 더 좋을 것 같구요..!그래도 아이들 체험 장소로는 충분합니다","아이가 좋아하는 곳이라 거의 매달 방문해요규모도 적당하고, 수조 관리가 깨끗해서 좋아요!수달 생태 설명회나 바다사자 설명회는 조금 지루한감이 있어서 내용이 조금 바뀌면 더 좋을 것 같구요..!그래도 아이들 체험 장소로는 충분합니다","['아이', '좋아하다', '거의', '매달', '방문', '규모', '적당하다', '수조', '관리', '깨끗하다', '좋다', '수달', '생태', '설명', '바다사자', '설명', '조금', '지루하다', '있다', '내용', '조금', '좋다', '같다', '아이', '체험', '장소', '충분하다']",Positive,0.9718180298805237
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,꿈꾸는은미,아이가 너무 좋아하여 n번째 방문하네요 악어 움직이는 것도 보고 곰치가 많이 움직이는 것도 보고 언제든 방문해도 좋은 것 같아요,아이가 너무 좋아하여 n번째 방문하네요 악어 움직이는 것도 보고 곰치가 많이 움직이는 것도 보고 언제든 방문해도 좋은 것 같아요,"['아이', '좋아하다', '방문', '악어', '보고', '곰치', '보고', '언제', '방문', '좋다', '같다']",Positive,0.973071813583374
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,추억화가,"🦭바다속에라도 들어온듯한 몽환적 대수조🐬롯데월드 아쿠아리움은 엔터테인먼트동 지하1층~지하2층의 수조대수조는 하루종일 멍때릴 수 있을듯😉✅️🦈국내최대 아크릴관람수조(650종 5만5천마리/상어와 가오리,떼지어 몰려다니는 물고기떼를 바라보는 장관은 잊을 수 없는 추억/좌석)✅️🐠바다터널(국내최장길이/머리위로 유유히 헤엄치는  물고기들을 보는 몽환적 풍경도 압권)✅️🦭벨루가 수조(관객들과 호흡하는 벨루가를 직접 볼 수 있는/이것만으로도 돈값)✅️🪸다양한 수조(피라냐/전기뱀장어/수달 등)✅️🐟먹이체험✅️🐧해양생물 클리닉(펭귄알 부화존)✅️🎨캐리커쳐존(초상화/유료)✅️☕️카페(아메리카노4500)✅️🎁아쿠아존(기념품판매)❌️비싼 가격📍가족관람추천(아이들 환장해요)🅿️방문(주차4시간 4천8백원)🚍잠실역10번","바다속에라도 들어온듯한 몽환적 대수조롯데월드 아쿠아리움은 엔터테인먼트동 지하1층지하2층의 수조대수조는 하루종일 멍때릴 수 있을듯국내최대 아크릴관람수조650종 5만5천마리상어와 가오리,떼지어 몰려다니는 물고기떼를 바라보는 장관은 잊을 수 없는 추억좌석바다터널국내최장길이머리위로 유유히 헤엄치는 물고기들을 보는 몽환적 풍경도 압권벨루가 수조관객들과 호흡하는 벨루가를 직접 볼 수 있는이것만으로도 돈값다양한 수조피라냐전기뱀장어수달 등먹이체험해양생물 클리닉펭귄알 부화존캐리커쳐존초상화유료카페아메리카노4500아쿠아존기념품판매비싼 가격가족관람추천아이들 환장해요방문주차4시간 4천8백원잠실역10번","['바다', '몽환', '롯데', '월드', '아쿠아리움', '엔터테인먼트', '지하', '지하', '수조', '하루', '종일', '있다', '국내', '최대', '아크릴', '관람', '수조', '가오리', '물고기', '장관', '없다', '추억', '좌석', '바다', '터널', '국내', '길이', '머리', '위로', '유유', '헤엄', '물고기', '몽환', '풍경', '벨루가', '관객', '호흡', '벨루가', '직접', '있다', '돈값', '다양하다', '피라냐', '전기뱀장어', '수달', '먹이', '체험', '해양', '생물', '클리', '펭귄', '부화', '캐리커쳐', '초상화', '유료', '카페', '아메리카노', '아쿠아', '기념품', '판매', '비싸다', '가격', '가족', '관람', '추천', '아이', '환장하다', '방문', '주차', '잠실역']",Positive,0.9424118995666504
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,꿈돌이랜드,잠실 아쿠아리움은 이번에 처음 방문했는데 규모가 생각보다 크진 않더라구요 코엑스 아쿠아리움이 더 넓게 느껴졌어요 그래도 오랜만에 물고기를 보니 너무 좋았고 어릴 때 집에서 대형 어항에 물고기를 키우던 기억이 나서 괜히 그립고 반가운 마음이 들었어요 🐟💙,잠실 아쿠아리움은 이번에 처음 방문했는데 규모가 생각보다 크진 않더라구요 코엑스 아쿠아리움이 더 넓게 느껴졌어요 그래도 오랜만에 물고기를 보니 너무 좋았고 어릴 때 집에서 대형 어항에 물고기를 키우던 기억이 나서 괜히 그립고 반가운 마음이 들었어요,"['잠실', '아쿠아리움', '이번', '처음', '방문', '규모', '생각', '코엑스', '아쿠아리움', '넓다', '물고기', '좋다', '대형', '어항', '물고기', '기억', '반갑다', '마음']",Positive,0.9659312963485718
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,귤링,아쿠아리움 처음 와봤는데 볼거리도 많고 규모가 생각보다 커서 다 보는데 시간소요가 꽤 되더라고요 근데 보는내내 재밌고 시간가는 줄 몰랐습니다 ㅎㅎ오랜만에 동심의 세계로 돌아간것 같았어요 중간중간 설명회나 이벤트같은 것들도 있고 깨끗하게 관리되고 있는 모습이 인상적이었습니다 주차할인도 해줘서 좋았읍니다완전 추천!!,아쿠아리움 처음 와봤는데 볼거리도 많고 규모가 생각보다 커서 다 보는데 시간소요가 꽤 되더라고요 근데 보는내내 재밌고 시간가는 줄 몰랐습니다 ㅎㅎ오랜만에 동심의 세계로 돌아간것 같았어요 중간중간 설명회나 이벤트같은 것들도 있고 깨끗하게 관리되고 있는 모습이 인상적이었습니다 주차할인도 해줘서 좋았읍니다완전 추천!!,"['아쿠아리움', '처음', '볼거리', '많다', '규모', '생각', '커서', '시간', '요가', '재밌다', '시간', '동심', '세계', '같다', '중간', '중간', '설명', '이벤트', '같다', '있다', '깨끗하다', '관리', '있다', '모습', '인상', '주차', '할인', '좋다', '다완', '추천']",Positive,0.974467396736145
롯데월드 아쿠아리움,서울 송파구 올림픽로 300 롯데월드몰 B1,하온다온,"남자친구랑 나랑 둘다 ESTJ인데, 간만에 데이트라 계획없이 P처럼 잠실에서 놀기로 했는데, 롯데월드몰 지나가다가 아쿠아리움 발견하고 바로 현장에서 결제하고 들어갔음!!이달의 이벤트로 입장권 할인 행사를 많이하고 있어서, 부담없이 즐길 수 있었음!!짐보관 하는게 내부 안쪽에 있어서 짐 보관하고 다시 처음부터 봐야되는 불편함 제외하고는 모두 만족스러웠음!!다음엔 커플티 입고 다시 와서 이쁜 사진 찍어야겠음","남자친구랑 나랑 둘다 ESTJ인데, 간만에 데이트라 계획없이 P처럼 잠실에서 놀기로 했는데, 롯데월드몰 지나가다가 아쿠아리움 발견하고 바로 현장에서 결제하고 들어갔음!!이달의 이벤트로 입장권 할인 행사를 많이하고 있어서, 부담없이 즐길 수 있었음!!짐보관 하는게 내부 안쪽에 있어서 짐 보관하고 다시 처음부터 봐야되는 불편함 제외하고는 모두 만족스러웠음!!다음엔 커플티 입고 다시 와서 이쁜 사진 찍어야겠음","['남자친구', '간만', '데이트', '계획', '처럼', '잠실', '롯데', '월드', '아쿠아리움', '발견', '바로', '현장', '결제', '이벤트', '입장권', '할인', '행사', '많다', '있다', '부담', '있다', '보관', '내부', '안쪽', '있다', '보관', '다시', '처음', '불편하다', '제외', '모두', '만족스럽다', '다음', '커플티', '다시', '이쁘다', '사진']",Positive,0.9600922465324402
