store_name,address,nickname,content,cleaned_content,tokenized_words,sentiment,sentiment_score
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,행복승화,"충북 단양 만천하 스카이워크 꼭대기에 다녀왔습니당!💪 전망대에서 내려다보는 남한강과 산의 풍경이 정말 멋있어용!맑은 하늘에 햇빛이 비치면서 강·산·하늘이 하나로 어우러진 모습이그냥 서 있기만 해도 힐링이었습니다✨❤️ 유리 데크에서 보는 아래 풍경이 아찔하지만,광활하게 펼쳐지는 전망은 꼭 한 번 볼 가치가 있습니당!👍사진도 정말 예쁘게 나옵니다📸❤️ 단, 옥상 철제 구조물 사이로 휴대폰이 떨어질 수 있으니 주의하세요!촬영할 때는 반드시 손에 힘 꽉 주고 잡고,혹시 사람들이 스치며 지나갈 수 있으니헐겁게 들고 있으면 아래로 떨어질 위험이 있으니 꼭 참고하세요!","충북 단양 만천하 스카이워크 꼭대기에 다녀왔습니당! 전망대에서 내려다보는 남한강과 산의 풍경이 정말 멋있어용!맑은 하늘에 햇빛이 비치면서 강산하늘이 하나로 어우러진 모습이그냥 서 있기만 해도 힐링이었습니다 유리 데크에서 보는 아래 풍경이 아찔하지만,광활하게 펼쳐지는 전망은 꼭 한 번 볼 가치가 있습니당!사진도 정말 예쁘게 나옵니다 단, 옥상 철제 구조물 사이로 휴대폰이 떨어질 수 있으니 주의하세요!촬영할 때는 반드시 손에 힘 꽉 주고 잡고,혹시 사람들이 스치며 지나갈 수 있으니헐겁게 들고 있으면 아래로 떨어질 위험이 있으니 꼭 참고하세요!","['충북', '단양', '만천하', '스카이', '꼭대기', '전망대', '한강', '풍경', '정말', '멋있다', '맑은', '하늘', '햇빛', '강산', '하늘', '하나로', '모습', '이그', '있다', '해도', '힐링', '유리', '데크', '아래', '풍경', '아찔하다', '광활하다', '전망', '가치', '있다', '사진', '정말', '예쁘다', '옥상', '철제', '조물', '사이', '휴대폰', '있다', '주의', '촬영', '반드시', '잡고', '혹시', '사람', '있다', '헐겁다', '있다', '아래', '위험', '있다', '참고']",Positive,0.9636362791061401
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,토토르네,갈때는 모노레일올때는 버스로 탔는데요즘처럼 단풍이쁠때는 걍 버스가 좋을거같아요모노레일 뷰가 너무 안좋음ㄷㄷ산이 내려다보이는줄 알았는데 그렇지도 않더라구여전망대쪽은 드론금지라고 되있어요근처에 군부대가 있다고 하네요 내리자마자 막차시간이 30분도 안남은 상태라 전망대 올라가지는 않고그냥 카페가서 땅콩커피만 마시구왔어요 ㅋㅋ시간 많았어도 안갔을듯... 엄청 높네요버스 안내해주시는 직원분도 기사님도 넘 친절하셔서기분좋은 나들이가 되었어요^^,갈때는 모노레일올때는 버스로 탔는데요즘처럼 단풍이쁠때는 걍 버스가 좋을거같아요모노레일 뷰가 너무 안좋음ㄷㄷ산이 내려다보이는줄 알았는데 그렇지도 않더라구여전망대쪽은 드론금지라고 되있어요근처에 군부대가 있다고 하네요 내리자마자 막차시간이 30분도 안남은 상태라 전망대 올라가지는 않고그냥 카페가서 땅콩커피만 마시구왔어요 ㅋㅋ시간 많았어도 안갔을듯... 엄청 높네요버스 안내해주시는 직원분도 기사님도 넘 친절하셔서기분좋은 나들이가 되었어요,"['모노레일', '버스', '요즘', '단풍', '이쁘다', '버스', '좋다', '같다', '모노레일', '안좋다', '산이', '그렇다', '전망', '대쪽', '드론', '금지', '근처', '군부', '대가', '있다', '간이', '안남', '상태', '전망대', '그냥', '카페', '땅콩', '커피', '시간', '많다', '높다', '버스', '안내', '직원', '기사', '친절하다', '기분', '좋다', '나들이']",Positive,0.6537989974021912
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,영구쨩,갈까 말까 고민했는데 고민이 무색할정도로 너무 재밌었네요😍 단양이 한눈에 내려다보이고 경치가 너무너무 예뻐요 투명바닥은 밟으면 오금이 저릿해지네요🤪 가족여행으로 최고의 선택이었어요알파인코스터도 탔는데 진짜 엄청 빠르고 튕겨져 나갈 것 같았어요 중학생 이상만 타시는 걸 추천드려요…!,갈까 말까 고민했는데 고민이 무색할정도로 너무 재밌었네요 단양이 한눈에 내려다보이고 경치가 너무너무 예뻐요 투명바닥은 밟으면 오금이 저릿해지네요 가족여행으로 최고의 선택이었어요알파인코스터도 탔는데 진짜 엄청 빠르고 튕겨져 나갈 것 같았어요 중학생 이상만 타시는 걸 추천드려요!,"['고민', '고민', '무색', '정도', '재밌다', '단양', '한눈', '경치', '예쁘다', '투명', '바닥', '오금', '저릿하다', '가족', '여행', '최고', '선택', '알파', '코스터', '진짜', '빠르다', '튕겨져', '같다', '중학생', '이상만', '추천']",Positive,0.9723166227340698
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,마이벨로,단풍뷰도 너무 예쁘고 좋네요. 관리도 잘되어있고 주차하고 셔틀이나 모노레일등 선택 가능하고 다양한 액티비티가 있어 흥미로운 곳.😊👍올라가는 재미도 있고 만천하스카이워크 갔다 카페에서 뷰를 보며 맛난 커피도 ☕️🍨한잔하고 너무 좋네요🫶🏻,단풍뷰도 너무 예쁘고 좋네요. 관리도 잘되어있고 주차하고 셔틀이나 모노레일등 선택 가능하고 다양한 액티비티가 있어 흥미로운 곳.올라가는 재미도 있고 만천하스카이워크 갔다 카페에서 뷰를 보며 맛난 커피도 한잔하고 너무 좋네요,"['단풍', '예쁘다', '좋다', '관리', '주차', '셔틀', '모노레일', '선택', '가능하다', '다양하다', '티비', '있다', '흥미롭다', '재미', '있다', '만천하', '스카이', '카페', '커피', '한잔', '좋다']",Positive,0.9722951054573059
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,맛있는게조하용,"단양 만천하스카이워크는 체험하기 좋은 명소로 유명해서다녀왔어요! 알파인코스터, 짚라인, 모노레일 등 다양하게 있고 스카이워크는 올라가면서 산책도 하고 뷰도 넘 예술이라 가볼만해요! 단양 여행 필수 코스로 추천","단양 만천하스카이워크는 체험하기 좋은 명소로 유명해서다녀왔어요! 알파인코스터, 짚라인, 모노레일 등 다양하게 있고 스카이워크는 올라가면서 산책도 하고 뷰도 넘 예술이라 가볼만해요! 단양 여행 필수 코스로 추천","['단양', '만천하', '스카이', '체험', '좋다', '명소', '유명하다', '알파', '코스터', '짚라인', '모노레일', '다양하다', '있다', '스카이', '산책', '예술', '만해', '단양', '여행', '필수', '코스', '추천']",Positive,0.9720486998558044
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,율청춘로그,축제날에 방문해서 대기가 엄청 길었어요ㅠ 셔틀버스 30분 정도 기다렸던거 같아요... 셔틀기사님도 오늘 만천하스카이워크에만 5천명이상 방문했다고 하셨아요 ㅋㅋㅋㅋ 그래도 넘이쁜 전망 구경햇습니다 !두번째 만천하스카이워크 예뻐요 -,축제날에 방문해서 대기가 엄청 길었어요ㅠ 셔틀버스 30분 정도 기다렸던거 같아요... 셔틀기사님도 오늘 만천하스카이워크에만 5천명이상 방문했다고 하셨아요 ㅋㅋㅋㅋ 그래도 넘이쁜 전망 구경햇습니다 !두번째 만천하스카이워크 예뻐요,"['축제', '방문', '대기', '길다', '셔틀버스', '정도', '같다', '셔틀', '기사', '오늘', '만천하', '스카이', '방문', '이쁘다', '전망', '햇습니', '두번째', '만천하', '스카이', '예쁘다']",Positive,0.9595110416412354
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,stylish5819,잔도를 왕복하고. 스카이 워크에 갔다. 셔틀버스로 가니.접근성도 좋다. 스카이 워크 꼭대기까지 가는 것도 계단이 아니라 나선형으로 되어 있어서 오르기 편하고. 무섭지도 않고 좋았다. 뻥 뚤린 시야가 마음을 즐겁게 한다.,잔도를 왕복하고. 스카이 워크에 갔다. 셔틀버스로 가니.접근성도 좋다. 스카이 워크 꼭대기까지 가는 것도 계단이 아니라 나선형으로 되어 있어서 오르기 편하고. 무섭지도 않고 좋았다. 뻥 뚤린 시야가 마음을 즐겁게 한다.,"['왕복', '스카이', '셔틀버스', '접근성', '좋다', '스카이', '꼭대기', '계단', '아니다', '나선형', '있다', '편하다', '무섭다', '좋다', '뚤린', '시야', '마음', '즐겁다']",Positive,0.972129225730896
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,시골카페주선생,추석연휴기간 가족과 함께 충북 단양을 방문했어요!단양 10경중 하나인 만천하 전망대 주차장 5번에 주차를하고 기다리니 무료셔틀 버스가 와서 매표소까지 태워줘요! 매표소에서 다시 셔틀타고 고고씽~♡전망대에 오르면 왜~만천하인지 금방 느낄꺼에요~네임~대로 만천하를 호령할수 있을 만큼의 뷰를 볼수 있어요~짚라인도 같이 경험 할수 있는곳~만천하 전망대~추천~❤️,추석연휴기간 가족과 함께 충북 단양을 방문했어요!단양 10경중 하나인 만천하 전망대 주차장 5번에 주차를하고 기다리니 무료셔틀 버스가 와서 매표소까지 태워줘요! 매표소에서 다시 셔틀타고 고고씽전망대에 오르면 왜만천하인지 금방 느낄꺼에요네임대로 만천하를 호령할수 있을 만큼의 뷰를 볼수 있어요짚라인도 같이 경험 할수 있는곳만천하 전망대추천,"['추석', '연휴', '기간', '가족', '충북', '단양', '방문', '단양', '하나', '만천하', '전망대', '주차장', '주차', '무료', '셔틀', '버스', '매표소', '매표소', '다시', '셔틀', '타고', '고고씽', '전망대', '만천하', '금방', '임대', '만천하', '호령', '있다', '있다', '짚라인', '경험', '있다', '만천하', '전망대', '추천']",Positive,0.9557349681854248
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,mymaru,사계절 모두 아름답고 계단이 아니라 편하게 걸을 수 있어 좋아요.  내려올땐 집라인 좋아요~,사계절 모두 아름답고 계단이 아니라 편하게 걸을 수 있어 좋아요. 내려올땐 집라인 좋아요,"['사계절', '모두', '아름답다', '계단', '아니다', '편하다', '있다', '좋다', '집라인', '좋다']",Positive,0.9721859693527222
만천하스카이워크,충북 단양군 적성면 옷바위길 10 만천하스카이워크 매표소,슈퍼롱다리,검색해서 다녀왔는데 진짜 잘 다녀왔는데 바람이 너무 불어서 다른건 못 타고 스카이워크만 다녀왔는데 너무 멋진 경관이었어요.,검색해서 다녀왔는데 진짜 잘 다녀왔는데 바람이 너무 불어서 다른건 못 타고 스카이워크만 다녀왔는데 너무 멋진 경관이었어요.,"['검색', '진짜', '바람', '불어', '다르다', '타고', '스카이', '멋지다', '경관']",Positive,0.9724498391151428
