store_name,address,nickname,content,cleaned_content,tokenized_words,sentiment,sentiment_score
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,때미80,"정말 멋지고 재밌는 전시였습니다!💯 시간대로 미술관 도슨트 처럼 설명과 안내를 받습니다. 체험전 로비에서 전시물을 관람하고 기다렸습니다.루프탑, 키친, 카페 등 전시관 이외 공간도 있습니다.다양한 체험공간과 자동차가 만들어지는 과정을 한눈에 확인할 수 있습니다.2028년 이후 생활에 많은 변화가 있을 것이라는 절대적인 공감이..정말 재밌게 본건 4D체험입니다. 우와 정말 잘만들어진  4D영화를 본듯 합니다. vr드라이브도 할 수 있습니다.실제로 가보시면 앞서 설명한 것 이상의 체험을 생생하게 하실 수 있습니다.굿즈 상품들도 구비되어 있습니다.하나 질렀네요ㅎㅎ강력히 추천해드립니다!","정말 멋지고 재밌는 전시였습니다! 시간대로 미술관 도슨트 처럼 설명과 안내를 받습니다. 체험전 로비에서 전시물을 관람하고 기다렸습니다.루프탑, 키친, 카페 등 전시관 이외 공간도 있습니다.다양한 체험공간과 자동차가 만들어지는 과정을 한눈에 확인할 수 있습니다.2028년 이후 생활에 많은 변화가 있을 것이라는 절대적인 공감이..정말 재밌게 본건 4D체험입니다. 우와 정말 잘만들어진 4D영화를 본듯 합니다. vr드라이브도 할 수 있습니다.실제로 가보시면 앞서 설명한 것 이상의 체험을 생생하게 하실 수 있습니다.굿즈 상품들도 구비되어 있습니다.하나 질렀네요ㅎㅎ강력히 추천해드립니다!","['정말', '멋지다', '재밌다', '전시', '시간', '미술관', '도슨', '처럼', '설명', '안내', '체험', '로비', '관람', '루프', '키친', '카페', '전시관', '이외', '공간', '있다', '다양하다', '체험', '공간', '자동차', '과정', '한눈', '확인', '있다', '이후', '생활', '많다', '변화', '있다', '절대', '공감', '정말', '재밌다', '체험', '이다', '정말', '영화', '드라이브', '있다', '실제', '앞서', '설명', '이상', '체험', '생생하다', '있다', '상품', '구비', '있다', '하나', '강력하다', '추천']",Positive,0.9709566235542297
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,똥똥라니,"자동차 좋아하는 아이랑 방문해보았습니다🚘볼거리 놀거리 다양해서 한두시간 순삭이더라구요!크리스마스 시즌이라 멋진 트리까지!!🎄신나게 놀다 옆에 있는 카페도 방문 했는데 생각보다 음료 가격이 저렴했습니다~ (아아 3,600원)근데 케이크는 사악하더라구요ㅋㅋ (트리케이크 8,500원)현대차 시승도 해보고 볼거리 즐길거리 많아 아이와 가보기 너무 좋았습니다👍","자동차 좋아하는 아이랑 방문해보았습니다볼거리 놀거리 다양해서 한두시간 순삭이더라구요!크리스마스 시즌이라 멋진 트리까지!!신나게 놀다 옆에 있는 카페도 방문 했는데 생각보다 음료 가격이 저렴했습니다 아아 3,600원근데 케이크는 사악하더라구요ㅋㅋ 트리케이크 8,500원현대차 시승도 해보고 볼거리 즐길거리 많아 아이와 가보기 너무 좋았습니다","['자동차', '좋아하다', '아이', '방문', '볼거리', '거리', '다양하다', '시간', '순삭', '덥다', '크리스마스', '시즌', '멋지다', '트리', '신나다', '있다', '카페', '방문', '생각', '음료', '가격', '저렴하다', '아아', '케이크', '사악하다', '트리', '케이크', '승도', '볼거리', '길거리', '많다', '아이', '좋다']",Positive,0.9703350067138672
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,매일 아침,"방문하시기 전에 현대모터스튜디오 홈페이지에서 회원 가입을 해야만 상설전시와 4D ride 표를 구매하실 수 있습니다. https://motorstudio.hyundai.com/ln/login.do  대기줄 한켠에서 회원 가입하는 일도 번거로우니 미리 가입하시고 Hpoint, 국가유공자, 고양시 거주 할인도 있으니 확인해보세요. 볼거리가 많아서 아이들과 함께 방문하기 좋습니다.","방문하시기 전에 현대모터스튜디오 홈페이지에서 회원 가입을 해야만 상설전시와 4D ride 표를 구매하실 수 있습니다. httpsmotorstudio.hyundai.comlnlogin.do 대기줄 한켠에서 회원 가입하는 일도 번거로우니 미리 가입하시고 Hpoint, 국가유공자, 고양시 거주 할인도 있으니 확인해보세요. 볼거리가 많아서 아이들과 함께 방문하기 좋습니다.","['방문', '현대', '모터', '스튜디오', '홈페이지', '회원', '가입', '구매', '있다', '회원', '가입', '일도', '번거롭다', '미리', '가입', '국가', '유공', '고양시', '거주', '할인', '있다', '확인', '볼거리', '많다', '아이', '방문', '좋다']",Positive,0.9010533690452576
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,비잔틴,음. 뭔가 굉장히 깨끗하고 전시도 잘 되어 있는 곳이네요. 다만 뭔가 설명이 좀 더 전문적이고 어른에도 맞는 설명도 더 해주면 좋을 거 같아요  자동차가 어떻게 만들어지는지 안전사양은 어떤지. 각종 도색작업이라든지. 그런 사항들을 알 수 있는 유익한 시간이었습니다. 앞으로 미래의 자동차는 어떻게 발전할지도 제시해주셨네요. 감사합니다.,음. 뭔가 굉장히 깨끗하고 전시도 잘 되어 있는 곳이네요. 다만 뭔가 설명이 좀 더 전문적이고 어른에도 맞는 설명도 더 해주면 좋을 거 같아요 자동차가 어떻게 만들어지는지 안전사양은 어떤지. 각종 도색작업이라든지. 그런 사항들을 알 수 있는 유익한 시간이었습니다. 앞으로 미래의 자동차는 어떻게 발전할지도 제시해주셨네요. 감사합니다.,"['뭔가', '굉장하다', '깨끗하다', '전시', '있다', '다만', '뭔가', '설명', '전문', '어른', '설명', '좋다', '같다', '자동차', '어떻다', '안전', '양은', '어떻다', '각종', '도색', '작업', '그렇다', '사항', '있다', '유익하다', '시간', '미래', '자동차', '어떻다', '발전', '제시']",Positive,0.9555155038833618
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,사르나이,자동차 러버라면 꼭 방문해보길 추천!현대차에 대해 알수 있고 앞으로의 방향성에 대해서도 알수 있었음.4d ride도 재미있으니 예약해서 방문해보길 추천~,자동차 러버라면 꼭 방문해보길 추천!현대차에 대해 알수 있고 앞으로의 방향성에 대해서도 알수 있었음.4d ride도 재미있으니 예약해서 방문해보길 추천,"['자동차', '러버', '라면', '방문', '추천', '현대차', '대해', '있다', '방향성', '대해', '서도', '있다', '재미있다', '예약', '방문', '추천']",Positive,0.9699781537055969
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,해피니스777,"우와 정말 여긴 꼭 가세요!!!2년 전부터 현대차 매니아인 아들이 꼭 가자고 노래를 불렀던 현대 모터 스튜디오. 노래 부를만 합니다.시승 예약했는데 너무 친절하게 안내해주셨고 타고 싶었던 자동차를 탈 수 있어서 너무 좋았습니다. 특히 아이들과 가면 운전면허증을 만들어주셔서 특별한 추억이 생겼습니다.새로운 자동차들 모두 타볼 수 있고 특히 N시리즈를 너무 좋아하는데 2층에서는 스포츠 랠리카를 다 체험해보고 게임까지 할 수 있어서 너무 좋아했습니다. 특히 인투더카는 자동차 제작과정과 에어백, 미래 자동차 체험 등 너무 알찬 프로그램이었고 4D 라이드는 너무 재밌어서 아이들이 계속 타고 싶다고 할 정도였어요. 구경하고 체험할 것이 엄청 많아서 시간 가는 줄 모르고 구경했어요.너무 재밌었습니다. 감사합니다😊","우와 정말 여긴 꼭 가세요!!!2년 전부터 현대차 매니아인 아들이 꼭 가자고 노래를 불렀던 현대 모터 스튜디오. 노래 부를만 합니다.시승 예약했는데 너무 친절하게 안내해주셨고 타고 싶었던 자동차를 탈 수 있어서 너무 좋았습니다. 특히 아이들과 가면 운전면허증을 만들어주셔서 특별한 추억이 생겼습니다.새로운 자동차들 모두 타볼 수 있고 특히 N시리즈를 너무 좋아하는데 2층에서는 스포츠 랠리카를 다 체험해보고 게임까지 할 수 있어서 너무 좋아했습니다. 특히 인투더카는 자동차 제작과정과 에어백, 미래 자동차 체험 등 너무 알찬 프로그램이었고 4D 라이드는 너무 재밌어서 아이들이 계속 타고 싶다고 할 정도였어요. 구경하고 체험할 것이 엄청 많아서 시간 가는 줄 모르고 구경했어요.너무 재밌었습니다. 감사합니다","['정말', '가세', '현대차', '매니아', '아들', '노래', '현대', '모터', '스튜디오', '노래', '예약', '친절하다', '안내', '타고', '자동차', '있다', '좋다', '아이', '가면', '운전면허증', '특별하다', '추억', '새롭다', '자동차', '모두', '있다', '시리즈', '좋아하다', '스포츠', '랠리', '카를', '체험', '게임', '있다', '좋아하다', '인투더카', '자동차', '과정', '에어백', '미래', '자동차', '체험', '알차다', '프로그램', '라이드', '재밌다', '아이', '계속', '타고', '정도', '구경', '체험', '많다', '시간', '구경', '재밌다']",Positive,0.9699762463569641
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,goydgo,"상설전시관 예약 후 관람했어요.! 재미있고 유익해요. 아이들도 좋아하고 어른들도 재미있게 관람할 수 있어요.차를 만드는 과정, 현대의 안전에 대한 노력, 미래 모빌리티, 디자인 철학을 느낄 수 있어요. 상설전시관 외에도 다양한 차량이 전시되어있어 체험해 볼 수 있고, 2층에서는 현대레이싱과 N관련 전시도 볼 수 있어서 좋았어요. 다음에 또 방문 할 것 같네요! 그리고 3층 식당도 정말 퀄리티가 좋구 맛있어요!!","상설전시관 예약 후 관람했어요.! 재미있고 유익해요. 아이들도 좋아하고 어른들도 재미있게 관람할 수 있어요.차를 만드는 과정, 현대의 안전에 대한 노력, 미래 모빌리티, 디자인 철학을 느낄 수 있어요. 상설전시관 외에도 다양한 차량이 전시되어있어 체험해 볼 수 있고, 2층에서는 현대레이싱과 N관련 전시도 볼 수 있어서 좋았어요. 다음에 또 방문 할 것 같네요! 그리고 3층 식당도 정말 퀄리티가 좋구 맛있어요!!","['상설', '전시관', '예약', '관람', '재미있다', '유익하다', '아이', '좋아하다', '어른', '재미있다', '관람', '있다', '과정', '현대', '안전', '대한', '노력', '미래', '모빌리티', '디자인', '철학', '있다', '상설', '전시관', '다양하다', '차량', '전시', '체험', '있다', '레이싱', '관련', '전시', '있다', '좋다', '다음', '방문', '같다', '식당', '정말', '퀄리티', '좋다', '맛있다']",Positive,0.9707886576652527
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,김대리김대리,우연히 근처 지나가다가 들렀는데 정말 재미있었어요!특히 자동차를 좋아하는 아이랑 가면 더 좋을 듯 해요.프로그램 구성도 알차고 가격도 합리적이에요.직원분들도 정말 친절하세요~~ 추천합니다!!,우연히 근처 지나가다가 들렀는데 정말 재미있었어요!특히 자동차를 좋아하는 아이랑 가면 더 좋을 듯 해요.프로그램 구성도 알차고 가격도 합리적이에요.직원분들도 정말 친절하세요 추천합니다!!,"['근처', '정말', '재미있다', '자동차', '좋아하다', '아이', '가면', '좋다', '프로그램', '구성', '알차다', '가격', '합리', '직원', '정말', '친절하다', '추천']",Positive,0.9739894866943359
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,smartswarm,"현대자동차의 브랜드 체험 공간이다자동차를 보고·듣고·느끼는 새로운 여행 현대 모터스튜디오 고양은 국내 최대의 체험형 자동차 테마파크로서 자동차의 탄생 과정 및 기능을 친근하고 즐겁게 체험할 수 있는 공간입니다. 자동차가 만들어지는 과정을 보여주는 상설 전시 공간 및 특별한 브랜드샵 등 다채로운 시설을 이용할 수 있습니다. 자동차를 보고·듣고·느끼는 특별한 여행이 시작되고, 단순한 이동수단을 넘어 삶의 동반자로 거듭난 자동차의 새로운 모습을 발견할 수 있는 곳, 바로 현대 모터스튜디오(고양)이다전세계 9개국 자동차 제조국 중 하나로핵심 경제 분야로 자리잡고 있으며, 특히 내연기관차를 제작할 만한 기술과 역량을 갖춘 나라가되기까지현대모터스 열정,간절함,노력 감사하다","현대자동차의 브랜드 체험 공간이다자동차를 보고듣고느끼는 새로운 여행 현대 모터스튜디오 고양은 국내 최대의 체험형 자동차 테마파크로서 자동차의 탄생 과정 및 기능을 친근하고 즐겁게 체험할 수 있는 공간입니다. 자동차가 만들어지는 과정을 보여주는 상설 전시 공간 및 특별한 브랜드샵 등 다채로운 시설을 이용할 수 있습니다. 자동차를 보고듣고느끼는 특별한 여행이 시작되고, 단순한 이동수단을 넘어 삶의 동반자로 거듭난 자동차의 새로운 모습을 발견할 수 있는 곳, 바로 현대 모터스튜디오고양이다전세계 9개국 자동차 제조국 중 하나로핵심 경제 분야로 자리잡고 있으며, 특히 내연기관차를 제작할 만한 기술과 역량을 갖춘 나라가되기까지현대모터스 열정,간절함,노력 감사하다","['자동차', '브랜드', '체험', '공간', '자동차', '보고', '새롭다', '여행', '현대', '모터', '스튜디오', '고양', '국내', '최대', '체험', '자동차', '테마', '파크', '로서', '자동차', '탄생', '과정', '기능', '친근하다', '즐겁다', '체험', '있다', '공간', '이다', '자동차', '과정', '상설', '전시', '공간', '특별하다', '브랜드', '시설', '이용', '있다', '자동차', '보고', '특별하다', '여행', '시작', '단순하다', '수단', '동반', '거듭', '자동차', '새롭다', '모습', '발견', '있다', '바로', '현대', '모터', '스튜디오', '고양이', '전세계', '개국', '자동차', '조국', '하나로', '핵심', '경제', '분야', '자리', '잡고', '있다', '내연기관차', '제작', '기술', '역량', '나라', '현대', '모터', '열정', '간절하다', '노력']",Positive,0.9221948385238647
현대 모터스튜디오 고양,경기 고양시 일산서구 킨텍스로 217-6 현대 모터스튜디오 고양,원하의여행그리고맛집,"예전부터 가고싶은 곳이었어서 기대하고 갔는데요, 생각보다 더 재밌고 알차서 좋았습니다.아이들(특히 남아)과 같이가시면 더 좋을것같아요 유모차 길도 잘 되어있고 숙련된 직원분께서 전시진행부터 설명까지 너무 잘해주셨습니다. 전시 입장료는 성인 만원인데 할인받을수 있는 방법이 다양하니 꼭 체크하고 가세요. 주차도 편리하고 아무튼 너무 좋았습니다!","예전부터 가고싶은 곳이었어서 기대하고 갔는데요, 생각보다 더 재밌고 알차서 좋았습니다.아이들특히 남아과 같이가시면 더 좋을것같아요 유모차 길도 잘 되어있고 숙련된 직원분께서 전시진행부터 설명까지 너무 잘해주셨습니다. 전시 입장료는 성인 만원인데 할인받을수 있는 방법이 다양하니 꼭 체크하고 가세요. 주차도 편리하고 아무튼 너무 좋았습니다!","['예전', '기대하다', '생각', '재밌다', '알차다', '좋다', '아이', '남아', '가시', '좋다', '같다', '유모차', '길다', '숙련', '직원', '진행', '설명', '전시', '입장료', '성인', '만원', '할인', '있다', '방법', '다양하다', '체크', '가세', '주차', '편리하다', '좋다']",Positive,0.9729018807411194
